ad_type_name,area,price,address,property_legal_document,rooms,toilets
Nhà ở,77,2250000000,Hà Nội,6.0,2.0,1.0
Nhà ở,74,7980000000,Hà Nội,1.0,3.0,2.0
Nhà ở,76,14500000000,Hà Nội,1.0,3.0,
Nhà ở,79,16000000,Hà Nội,1.0,6.0,4.0
"Văn phòng, Mặt bằng kinh doanh",74,6500000,Hà Nội,1.0,,
Nhà ở,78,13000000,Hà Nội,1.0,4.0,4.0
Nhà ở,80,6350000000,Hà Nội,1.0,3.0,4.0
Căn hộ/Chung cư,78,7890000000,Hà Nội,6.0,3.0,2.0
Nhà ở,129,7900000000,Hà Nội,1.0,4.0,4.0
Nhà ở,89,5500000000,Hà Nội,1.0,4.0,4.0
Nhà ở,121,23000000,Hà Nội,1.0,5.0,4.0
Nhà ở,80,1300000000,Hà Nội,6.0,2.0,
Căn hộ/Chung cư,77,4500000,Hà Nội,6.0,1.0,1.0
Nhà ở,129,5000000000,Hà Nội,1.0,4.0,
Nhà ở,81,5000000000,Hà Nội,1.0,3.0,4.0
Nhà ở,75,10200000000,Hà Nội,1.0,4.0,3.0
"Văn phòng, Mặt bằng kinh doanh",75,32000000000,Hà Nội,1.0,,
Căn hộ/Chung cư,121,6500000000,Hà Nội,6.0,3.0,2.0
Căn hộ/Chung cư,86,14000000,Hà Nội,6.0,3.0,2.0
Căn hộ/Chung cư,78,7300000,Hà Nội,4.0,2.0,1.0
Nhà ở,84,12500000000,Hà Nội,1.0,5.0,5.0
Phòng trọ,80,1300000,Hà Nội,,,
Nhà ở,77,24450000000,Hà Nội,1.0,6.0,6.0
Căn hộ/Chung cư,121,5400000000,Hà Nội,6.0,2.0,2.0
Nhà ở,74,26000000000,Hà Nội,1.0,8.0,5.0
Nhà ở,75,6980000000,Hà Nội,1.0,3.0,3.0
Căn hộ/Chung cư,81,4100000,Hà Nội,6.0,2.0,1.0
Nhà ở,89,4000000000,Hà Nội,1.0,3.0,3.0
Đất,82,20500000000,Hà Nội,1.0,,
Đất,82,5700000000,Hà Nội,1.0,,
Nhà ở,79,8300000000,Hà Nội,1.0,4.0,
Đất,86,7890000000,Hà Nội,1.0,,
Căn hộ/Chung cư,129,9500000,Hà Nội,6.0,3.0,2.0
Nhà ở,89,5400000000,Hà Nội,1.0,4.0,4.0
"Văn phòng, Mặt bằng kinh doanh",121,8800000,Hà Nội,1.0,,
Đất,90,3300000000,Hà Nội,1.0,,
Nhà ở,74,7980000000,Hà Nội,1.0,3.0,
Căn hộ/Chung cư,121,10600000000,Hà Nội,6.0,1.0,
Nhà ở,86,13800000000,Hà Nội,1.0,4.0,4.0
Nhà ở,88,10000000,Hà Nội,1.0,4.0,4.0
Nhà ở,81,6000000000,Hà Nội,1.0,3.0,3.0
Nhà ở,81,13500000000,Hà Nội,1.0,4.0,5.0
Nhà ở,73,10000000,Hà Nội,1.0,2.0,
Nhà ở,121,7700000000,Hà Nội,1.0,3.0,4.0
Nhà ở,74,14500000000,Hà Nội,1.0,4.0,
Nhà ở,74,9000000000,Hà Nội,1.0,4.0,
Căn hộ/Chung cư,80,12500000000,Hà Nội,6.0,9.0,7.0
Nhà ở,77,2000000,Hà Nội,1.0,5.0,2.0
"Văn phòng, Mặt bằng kinh doanh",77,15000000,Hà Nội,1.0,,
Nhà ở,86,21000000000,Hà Nội,1.0,6.0,6.0
Nhà ở,75,18000000000,Hà Nội,1.0,4.0,4.0
Nhà ở,121,8700000000,Hà Nội,1.0,9.0,5.0
Nhà ở,74,26200000000,Hà Nội,1.0,4.0,
Nhà ở,77,6500000000,Hà Nội,1.0,3.0,4.0
Nhà ở,74,22000000000,Hà Nội,1.0,5.0,5.0
Nhà ở,81,7600000000,Hà Nội,1.0,3.0,4.0
Nhà ở,80,7500000000,Hà Nội,1.0,4.0,3.0
Nhà ở,77,6000000000,Hà Nội,1.0,4.0,3.0
Nhà ở,76,3000000000,Hà Nội,1.0,3.0,4.0
Nhà ở,80,2000000000,Hà Nội,5.0,2.0,3.0
Nhà ở,121,12900000,Hà Nội,1.0,2.0,3.0
Nhà ở,74,8100000000,Hà Nội,1.0,3.0,
Nhà ở,79,10000000,Hà Nội,1.0,2.0,1.0
Nhà ở,80,7000000000,Hà Nội,1.0,3.0,4.0
Nhà ở,75,7600000000,Hà Nội,1.0,5.0,
Nhà ở,76,7500000,Hà Nội,1.0,2.0,
Nhà ở,75,4797000000,Hà Nội,1.0,3.0,3.0
Nhà ở,79,12500000000,Hà Nội,1.0,4.0,4.0
Nhà ở,80,8600000000,Hà Nội,1.0,4.0,3.0
Đất,93,2950000000,Hà Nội,1.0,,
Căn hộ/Chung cư,123,5980000000,Hà Nội,5.0,3.0,
Nhà ở,81,5850000000,Hà Nội,1.0,3.0,4.0
Nhà ở,80,7200000000,Hà Nội,1.0,4.0,2.0
Phòng trọ,77,4200000,Hà Nội,,,
Căn hộ/Chung cư,75,750000000,Hà Nội,6.0,2.0,1.0
Căn hộ/Chung cư,78,900000000,Hà Nội,6.0,2.0,1.0
Căn hộ/Chung cư,121,6500000,Hà Nội,6.0,1.0,1.0
Căn hộ/Chung cư,74,750000000,Hà Nội,6.0,2.0,1.0
Căn hộ/Chung cư,80,2945000000,Hà Nội,5.0,2.0,
Phòng trọ,86,8000000,Hà Nội,,,
"Văn phòng, Mặt bằng kinh doanh",82,25000000,Hà Nội,1.0,,
Nhà ở,127,2990000000,Hà Nội,1.0,3.0,2.0
Nhà ở,75,4797000000,Hà Nội,1.0,3.0,3.0
Nhà ở,121,33000000000,Hà Nội,1.0,5.0,4.0
Phòng trọ,129,3800000,Hà Nội,,,
Nhà ở,121,3600000000,Hà Nội,2.0,2.0,2.0
Nhà ở,80,6100000000,Hà Nội,1.0,3.0,
Nhà ở,80,4880000000,Hà Nội,1.0,3.0,
Nhà ở,129,8000000000,Hà Nội,1.0,3.0,
Nhà ở,86,8000000000,Hà Nội,1.0,3.0,4.0
Căn hộ/Chung cư,75,1600000000,Hà Nội,5.0,1.0,
Nhà ở,75,4760000000,Hà Nội,1.0,3.0,4.0
"Văn phòng, Mặt bằng kinh doanh",121,8800000,Hà Nội,1.0,,
Nhà ở,74,6900000000,Hà Nội,1.0,3.0,3.0
Nhà ở,81,18800000000,Hà Nội,1.0,3.0,2.0
Nhà ở,78,5200000000,Hà Nội,2.0,2.0,2.0
Nhà ở,76,15000000,Hà Nội,1.0,4.0,4.0
Nhà ở,79,6500000000,Hà Nội,1.0,5.0,
"Văn phòng, Mặt bằng kinh doanh",121,450000000,Hà Nội,1.0,,
Nhà ở,76,6200000000,Hà Nội,1.0,2.0,
Căn hộ/Chung cư,78,8800000,Hà Nội,4.0,1.0,1.0
Nhà ở,81,6000000000,Hà Nội,1.0,3.0,4.0
Đất,80,59900000000,Hà Nội,1.0,,
Nhà ở,78,7000000000,Hà Nội,1.0,3.0,
Nhà ở,74,4108000000,Hà Nội,1.0,4.0,4.0
Đất,129,8900000000,Hà Nội,1.0,,
Nhà ở,76,6100000000,Hà Nội,1.0,3.0,
Căn hộ/Chung cư,76,5500000,Hà Nội,4.0,1.0,1.0
Đất,93,4150000000,Hà Nội,1.0,,
"Văn phòng, Mặt bằng kinh doanh",80,16000000,Hà Nội,1.0,,
Phòng trọ,86,2500000,Hà Nội,,,
Nhà ở,80,6350000000,Hà Nội,1.0,4.0,3.0
Căn hộ/Chung cư,79,4550000000,Hà Nội,6.0,1.0,1.0
Phòng trọ,77,5400000,Hà Nội,,,
Nhà ở,80,3700000000,Hà Nội,5.0,4.0,3.0
Đất,93,2150000000,Hà Nội,1.0,,
Nhà ở,84,4450000000,Hà Nội,1.0,3.0,4.0
Phòng trọ,121,9000000,Hà Nội,,,
Nhà ở,80,5600000000,Hà Nội,1.0,2.0,3.0
Nhà ở,129,7300000000,Hà Nội,1.0,3.0,
Nhà ở,129,5700000000,Hà Nội,1.0,3.0,
Căn hộ/Chung cư,121,18000000,Hà Nội,4.0,1.0,2.0
Căn hộ/Chung cư,121,7850000000,Hà Nội,6.0,3.0,2.0
"Văn phòng, Mặt bằng kinh doanh",77,5000000,Hà Nội,1.0,,
Nhà ở,78,7400000000,Hà Nội,1.0,6.0,
Căn hộ/Chung cư,121,11500000,Hà Nội,4.0,2.0,2.0
Đất,86,4200000000,Hà Nội,1.0,,
Nhà ở,75,37200000000,Hà Nội,1.0,4.0,3.0
Căn hộ/Chung cư,84,14200000000,Hà Nội,6.0,11.0,7.0
Phòng trọ,80,2800000,Hà Nội,,,
Đất,81,16850000000,Hà Nội,1.0,,
Nhà ở,75,15000000000,Hà Nội,1.0,3.0,5.0
Căn hộ/Chung cư,76,10000000,Hà Nội,4.0,3.0,2.0
Nhà ở,77,2200000000,Hà Nội,5.0,2.0,3.0
Nhà ở,89,3850000000,Hà Nội,1.0,3.0,3.0
Căn hộ/Chung cư,123,4280000000,Hà Nội,6.0,2.0,2.0
Đất,86,6500000000,Hà Nội,1.0,,
Nhà ở,76,6500000000,Hà Nội,1.0,4.0,
Căn hộ/Chung cư,79,6650000000,Hà Nội,6.0,3.0,2.0
Nhà ở,89,4650000000,Hà Nội,1.0,4.0,3.0
Căn hộ/Chung cư,121,13000000,Hà Nội,4.0,1.0,1.0
Đất,89,4300000000,Hà Nội,1.0,,
Nhà ở,76,13500000000,Hà Nội,1.0,5.0,
Nhà ở,129,6000000000,Hà Nội,1.0,3.0,
"Văn phòng, Mặt bằng kinh doanh",75,25000000,Hà Nội,1.0,,
Căn hộ/Chung cư,81,7500000,Hà Nội,6.0,3.0,2.0
Nhà ở,75,16980000000,Đê La Thành,1.0,3.0,3.0
Nhà ở,73,11300000000,Hà Nội,1.0,2.0,
Nhà ở,121,25480000000,Sa Đôi,1.0,4.0,4.0
Căn hộ/Chung cư,129,5200000,Hà Nội,5.0,1.0,1.0
"Văn phòng, Mặt bằng kinh doanh",76,8000000,Hà Nội,1.0,,
Căn hộ/Chung cư,76,5500000,Hà Nội,6.0,1.0,1.0
Phòng trọ,77,3700000,Hà Nội,,,
Nhà ở,75,15000000000,Hà Nội,1.0,3.0,4.0
Phòng trọ,74,2400000,Hà Nội,,,
Căn hộ/Chung cư,79,14500000,Hà Nội,4.0,2.0,1.0
Phòng trọ,78,3000000,Hà Nội,,,
Nhà ở,76,22000000000,Hà Nội,1.0,3.0,3.0
Nhà ở,80,6600000000,Hà Nội,1.0,4.0,
Nhà ở,86,8800000000,Hà Nội,1.0,4.0,4.0
Nhà ở,81,7800000000,Hà Nội,1.0,3.0,
Nhà ở,76,3000000000,Hà Nội,1.0,3.0,3.0
Căn hộ/Chung cư,81,4550000000,Hà Nội,6.0,2.0,2.0
Căn hộ/Chung cư,129,5500000000,Hà Nội,5.0,2.0,2.0
Căn hộ/Chung cư,121,6980000000,Hà Nội,6.0,3.0,2.0
Nhà ở,75,12500000000,Hà Nội,1.0,4.0,
Nhà ở,81,8400000000,Hà Nội,1.0,3.0,2.0
Nhà ở,86,7200000000,Hà Nội,1.0,7.0,7.0
Nhà ở,74,11800000000,Hà Nội,1.0,4.0,3.0
Nhà ở,80,7550000000,Hà Nội,1.0,2.0,1.0
Đất,93,3050000000,Hà Nội,1.0,,
Đất,84,3000000,Hà Nội,1.0,,
Nhà ở,76,7500000000,Hà Nội,1.0,3.0,
Phòng trọ,75,1600000,Hà Nội,,,
Nhà ở,75,21000000000,Hà Nội,1.0,6.0,6.0
Nhà ở,86,7250000000,Hà Nội,1.0,4.0,
Căn hộ/Chung cư,129,950000000,Hà Nội,5.0,2.0,
Nhà ở,81,10950000000,Hà Nội,1.0,4.0,4.0
Nhà ở,129,6300000000,Hà Nội,1.0,4.0,
Nhà ở,81,11400000000,Hà Nội,1.0,4.0,
Nhà ở,79,26000000000,Hà Nội,1.0,4.0,6.0
Nhà ở,89,4350000000,Hà Nội,1.0,3.0,4.0
Nhà ở,78,13500000000,Hà Nội,1.0,6.0,4.0
Nhà ở,80,6500000000,Hà Nội,1.0,3.0,
Nhà ở,79,46000000000,Hà Nội,1.0,5.0,5.0
Nhà ở,77,12300000000,Hà Nội,1.0,6.0,3.0
Căn hộ/Chung cư,86,3750000000,Hà Nội,6.0,2.0,2.0
Nhà ở,86,13000000000,Phố Lê Lợi,1.0,4.0,
Nhà ở,80,5800000000,Hà Nội,1.0,4.0,4.0
Căn hộ/Chung cư,121,900000000,Hà Nội,6.0,2.0,1.0
Căn hộ/Chung cư,121,12150000000,Hà Nội,6.0,2.0,2.0
Nhà ở,78,9500000000,Đường Thụy Khuê,1.0,6.0,4.0
Nhà ở,86,5400000000,Hà Nội,1.0,4.0,5.0
Căn hộ/Chung cư,80,8950000000,Hà Nội,6.0,3.0,2.0
Căn hộ/Chung cư,79,1250000000,Hà Nội,6.0,2.0,2.0
Căn hộ/Chung cư,76,3280000000,Hà Nội,6.0,2.0,1.0
Nhà ở,80,6400000000,Hà Nội,1.0,5.0,
Phòng trọ,80,3000000,Hà Nội,,,
Nhà ở,80,7800000,Hà Nội,1.0,3.0,
Nhà ở,80,6700000000,Hà Nội,1.0,4.0,
Nhà ở,81,5100000000,Hà Nội,1.0,2.0,
Nhà ở,80,6000000000,Hà Nội,1.0,3.0,
Nhà ở,75,28500000000,Hà Nội,1.0,7.0,7.0
Căn hộ/Chung cư,79,17480000000,Hà Nội,6.0,4.0,4.0
Đất,82,5300000000,Hà Nội,1.0,,
Phòng trọ,74,3850000,Hà Nội,,,
Nhà ở,80,8750000000,Hà Nội,1.0,6.0,3.0
Căn hộ/Chung cư,121,7500000,Hà Nội,6.0,1.0,1.0
Nhà ở,78,12700000000,Hà Nội,1.0,3.0,3.0
Nhà ở,75,8500000000,Hà Nội,1.0,5.0,5.0
Căn hộ/Chung cư,121,11500000,Hà Nội,4.0,2.0,1.0
Nhà ở,75,7985000000,Hà Nội,1.0,4.0,
Căn hộ/Chung cư,88,4300000000,Hà Nội,6.0,2.0,2.0
Nhà ở,76,7999000000,Hà Nội,1.0,4.0,4.0
Phòng trọ,77,3800000,Hà Nội,,,
Phòng trọ,76,900000,Hà Nội,,,
Nhà ở,78,76000000000,Hà Nội,1.0,7.0,7.0
Nhà ở,86,9900000000,Hà Nội,1.0,11.0,
Nhà ở,89,4000000000,Hà Nội,1.0,3.0,3.0
Nhà ở,86,5800000000,Hà Nội,1.0,3.0,3.0
Nhà ở,74,30000000,Hà Nội,1.0,6.0,5.0
Nhà ở,80,6600000000,Hà Nội,1.0,3.0,
Căn hộ/Chung cư,121,9800000000,Hà Nội,6.0,4.0,
Nhà ở,80,7650000000,Hà Nội,1.0,4.0,4.0
"Văn phòng, Mặt bằng kinh doanh",79,20000000,Hà Nội,1.0,,
Nhà ở,75,6800000000,Hà Nội,1.0,3.0,4.0
Nhà ở,76,7690000000,Hà Nội,1.0,4.0,4.0
Nhà ở,80,5500000000,Hà Nội,1.0,3.0,3.0
Nhà ở,80,7500000000,Hà Nội,1.0,3.0,3.0
Nhà ở,81,18000000000,Hà Nội,1.0,5.0,
Căn hộ/Chung cư,121,6300000000,Hà Nội,6.0,2.0,
Nhà ở,75,6900000000,Hà Nội,1.0,4.0,4.0
Nhà ở,86,12600000000,Hà Nội,1.0,4.0,3.0
Nhà ở,86,6750000000,Hà Nội,1.0,4.0,3.0
Đất,90,2300000000,Hà Nội,1.0,,
Nhà ở,127,4500000000,Hà Nội,1.0,3.0,3.0
Đất,91,2450000000,Hà Nội,1.0,,
"Văn phòng, Mặt bằng kinh doanh",79,35000000,Hà Nội,1.0,,
Căn hộ/Chung cư,76,3250000000,Hà Nội,6.0,2.0,
Đất,87,2200000000,Hà Nội,1.0,,
Đất,90,2828000000,Hà Nội,1.0,,
"Văn phòng, Mặt bằng kinh doanh",79,30000000,Hà Nội,1.0,,
Nhà ở,121,16500000,Hà Nội,1.0,4.0,3.0
Nhà ở,89,3700000000,Hà Nội,1.0,3.0,4.0
Nhà ở,86,6700000000,Hà Nội,1.0,6.0,4.0
"Văn phòng, Mặt bằng kinh doanh",76,38000000,Hà Nội,1.0,,
"Văn phòng, Mặt bằng kinh doanh",76,5500000,Hà Nội,1.0,,
Nhà ở,75,5500000000,Hà Nội,1.0,3.0,3.0
Phòng trọ,76,3500000,Hà Nội,,,
Nhà ở,80,12000000000,Hà Nội,1.0,3.0,
Phòng trọ,77,4500000,Hà Nội,,,
Nhà ở,80,5100000000,Hà Nội,1.0,4.0,3.0
Nhà ở,80,3170000000,Hà Nội,1.0,3.0,3.0
Nhà ở,76,7400000000,Hà Nội,1.0,3.0,
Nhà ở,81,6950000000,Hà Nội,1.0,3.0,4.0
Nhà ở,80,6500000000,Hà Nội,1.0,3.0,
Nhà ở,76,90000000000,Hà Nội,1.0,5.0,5.0
"Văn phòng, Mặt bằng kinh doanh",79,40000000,Hà Nội,1.0,,
Nhà ở,80,6600000000,Hà Nội,1.0,3.0,
Đất,81,3700000000,1,1.0,,
"Văn phòng, Mặt bằng kinh doanh",79,28000000,Hà Nội,1.0,,
Phòng trọ,77,4000000,Hà Nội,,,
Phòng trọ,75,3500000,Hà Nội,,,
Căn hộ/Chung cư,75,7000000,Hà Nội,6.0,2.0,1.0
"Văn phòng, Mặt bằng kinh doanh",79,40000000,Hà Nội,1.0,,
Phòng trọ,77,2500000,Hà Nội,,,
Nhà ở,79,24000000,Hà Nội,1.0,6.0,
"Văn phòng, Mặt bằng kinh doanh",79,38000000,Hà Nội,1.0,,
Nhà ở,79,9500000000,Hà Nội,1.0,4.0,
Căn hộ/Chung cư,80,4600000000,Hà Nội,6.0,2.0,2.0
Nhà ở,74,17000000000,Hà Nội,1.0,4.0,
Nhà ở,76,9300000000,Hà Nội,1.0,3.0,
Nhà ở,77,8780000000,Hà Nội,1.0,4.0,
Nhà ở,77,28000000000,Hà Nội,1.0,11.0,7.0
Nhà ở,92,4100000000,Hà Nội,1.0,3.0,4.0
Nhà ở,79,18750000000,Hà Nội,1.0,6.0,3.0
Đất,79,9350000000,Hà Nội,1.0,,
Nhà ở,80,13880000000,Hà Nội,1.0,5.0,
Nhà ở,75,5000000000,Hà Nội,1.0,3.0,3.0
Đất,92,1750000000,Hà Nội,1.0,,
Nhà ở,80,9300000000,Hà Nội,1.0,4.0,
Nhà ở,74,45000000000,Hà Nội,1.0,5.0,
Nhà ở,76,7950000000,Hà Nội,1.0,3.0,
Nhà ở,79,46000000,Hà Nội,1.0,7.0,
Nhà ở,75,8925000000,Hà Nội,1.0,4.0,
Phòng trọ,79,3800000,Hà Nội,,,
Nhà ở,74,21900000000,kim mã,1.0,7.0,7.0
Nhà ở,74,3000000000,Hà Nội,1.0,4.0,
Căn hộ/Chung cư,121,14500000,Hà Nội,4.0,2.0,2.0
"Văn phòng, Mặt bằng kinh doanh",75,9000000,Hà Nội,1.0,,
Nhà ở,74,8800000000,Hà Nội,1.0,3.0,3.0
Phòng trọ,77,2700000,Hà Nội,,,
Nhà ở,80,4700000,Hà Nội,1.0,2.0,1.0
"Văn phòng, Mặt bằng kinh doanh",77,86000000,Hà Nội,3.0,,
Nhà ở,74,8200000000,Hà Nội,1.0,4.0,5.0
Nhà ở,75,6300000000,Hà Nội,1.0,4.0,
Nhà ở,80,7400000000,Hà Nội,1.0,3.0,
Nhà ở,80,5900000000,Hà Nội,1.0,4.0,3.0
Đất,82,5300000000,Hà Nội,1.0,,
Nhà ở,129,2600000,Hà Nội,2.0,1.0,1.0
Nhà ở,80,12000000,Hà Nội,1.0,4.0,2.0
Nhà ở,79,9000000000,Hà Nội,1.0,4.0,
Đất,74,11500000000,Hà Nội,1.0,,
Nhà ở,81,19190000000,Hà Nội,1.0,4.0,6.0
Nhà ở,81,14300000000,Hà Nội,1.0,5.0,3.0
Nhà ở,81,14300000000,Hà Nội,1.0,5.0,3.0
Nhà ở,129,13550000000,Hà Nội,1.0,4.0,4.0
Nhà ở,89,5450000000,Hà Nội,1.0,3.0,3.0
"Văn phòng, Mặt bằng kinh doanh",79,35000000,Hà Nội,1.0,,
Căn hộ/Chung cư,121,9500000,Hà Nội,6.0,2.0,2.0
Nhà ở,81,13500000000,Hà Nội,1.0,4.0,
Nhà ở,84,7000000000,Hà Nội,1.0,4.0,
Nhà ở,81,6000000000,Hà Nội,1.0,3.0,
Căn hộ/Chung cư,121,13500000,Hà Nội,4.0,3.0,2.0
Nhà ở,77,11900000000,Hà Nội,1.0,11.0,7.0
Nhà ở,79,5000000,Hà Nội,1.0,1.0,1.0
Căn hộ/Chung cư,80,5550000000,Hà Nội,6.0,2.0,1.0
Đất,89,5500000000,Hà Nội,1.0,,
Đất,87,1900000000,Hà Nội,1.0,,
Đất,82,10300000000,Hà Nội,1.0,,
Đất,87,1750000000,Hà Nội,1.0,,
Nhà ở,86,4550000000,Hà Nội,1.0,4.0,3.0
Nhà ở,75,8500000000,Hà Nội,1.0,3.0,5.0
Căn hộ/Chung cư,75,8000000,Hà Nội,6.0,2.0,1.0
Nhà ở,75,8000000000,Hà Nội,1.0,3.0,
Phòng trọ,77,2500000,Hà Nội,,,
Nhà ở,75,7950000000,Hà Nội,1.0,4.0,
"Văn phòng, Mặt bằng kinh doanh",86,10000000,Hà Nội,1.0,,
Nhà ở,80,7600000000,Hà Nội,1.0,4.0,
Nhà ở,80,5700000000,Hà Nội,1.0,4.0,3.0
Nhà ở,75,7000000000,Hà Nội,1.0,3.0,
Nhà ở,80,5000000000,Hà Nội,1.0,3.0,
Nhà ở,86,5600000000,Hà Nội,1.0,3.0,4.0
Nhà ở,80,7000000000,Hà Nội,1.0,4.0,4.0
Căn hộ/Chung cư,78,12200000,Hà Nội,4.0,1.0,1.0
Nhà ở,80,11500000,Hà Nội,1.0,4.0,3.0
Phòng trọ,86,3300000,Hà Nội,,,
Nhà ở,121,20500000000,Hà Nội,1.0,8.0,5.0
Nhà ở,76,6900000000,Hà Nội,1.0,3.0,4.0
Nhà ở,74,7200000000,Hà Nội,1.0,3.0,3.0
Nhà ở,84,7980000000,Hà Nội,1.0,3.0,4.0
Nhà ở,75,3000000,Hà Nội,1.0,2.0,1.0
Nhà ở,92,2800000000,Hà Nội,1.0,4.0,3.0
Nhà ở,86,5400000000,Hà Nội,1.0,4.0,3.0
Nhà ở,92,2650000000,Hà Nội,1.0,3.0,3.0
Nhà ở,80,6700000000,Hà Nội,1.0,3.0,
Nhà ở,80,7100000000,Hà Nội,1.0,3.0,
Nhà ở,77,6700000000,Hà Nội,1.0,4.0,3.0
Nhà ở,74,12300000000,Hà Nội,1.0,6.0,3.0
Nhà ở,75,41000000000,Hà Nội,1.0,4.0,5.0
Nhà ở,80,4000000000,Hà Nội,1.0,4.0,3.0
Nhà ở,76,5000000000,Hà Nội,1.0,3.0,4.0
Nhà ở,92,2980000000,Hà Nội,1.0,3.0,3.0
Nhà ở,129,5400000000,Hà Nội,1.0,5.0,
Nhà ở,84,475000000,Hà Nội,4.0,1.0,1.0
Nhà ở,79,19000000000,Hà Nội,1.0,4.0,5.0
Căn hộ/Chung cư,77,8900000000,Hà Nội,6.0,3.0,
Nhà ở,84,1149000000,Hà Nội,2.0,3.0,2.0
Đất,82,6600000000,Hà Nội,1.0,,
Nhà ở,76,8800000000,Hà Nội,1.0,4.0,4.0
Đất,129,10800000000,Hà Nội,1.0,,
Nhà ở,74,19900000000,Hà Nội,1.0,6.0,6.0
Đất,82,6450000000,Hà Nội,1.0,,
Nhà ở,80,2800000000,Hà Nội,6.0,3.0,3.0
Đất,82,5500000000,Hà Nội,1.0,,
Căn hộ/Chung cư,79,4600000,Hà Nội,6.0,1.0,1.0
Căn hộ/Chung cư,78,6800000,Hà Nội,4.0,1.0,1.0
Nhà ở,80,7300000000,Hà Nội,1.0,3.0,
Nhà ở,79,25850000000,Hà Nội,1.0,8.0,6.0
Căn hộ/Chung cư,121,7850000000,Hà Nội,6.0,3.0,2.0
Nhà ở,86,15500000000,Hà Nội,1.0,5.0,5.0
Nhà ở,75,25000000000,Hà Nội,1.0,4.0,4.0
Đất,87,2300000000,Hà Nội,1.0,,
Nhà ở,74,15700000000,Hà Nội,1.0,4.0,5.0
Đất,82,32500000000,Hà Nội,1.0,,
Nhà ở,74,13800000000,Hà Nội,1.0,7.0,7.0
Đất,123,19680000000,Hà Nội,1.0,,
Đất,123,3500000000,Hà Nội,1.0,,
Nhà ở,78,8300000000,Hà Nội,1.0,4.0,
Đất,123,9300000000,Hà Nội,1.0,,
Nhà ở,121,7700000000,Hà Nội,1.0,4.0,4.0
Nhà ở,76,16800000000,Hà Nội,1.0,5.0,5.0
"Văn phòng, Mặt bằng kinh doanh",79,14000000,Hà Nội,1.0,,
Nhà ở,82,4750000000,Hà Nội,1.0,4.0,4.0
Nhà ở,80,6000000000,Hà Nội,1.0,3.0,3.0
Nhà ở,78,7200000000,Hà Nội,1.0,3.0,
Nhà ở,77,8000000000,Hà Nội,1.0,4.0,4.0
Phòng trọ,78,4000000,Hà Nội,,,
Nhà ở,77,7800000000,Hà Nội,1.0,4.0,4.0
Nhà ở,79,5500000000,Hà Nội,1.0,3.0,5.0
Nhà ở,77,7300000000,Hà Nội,1.0,4.0,4.0
Nhà ở,77,13400000000,Hà Nội,1.0,4.0,4.0
Nhà ở,77,7800000000,Hà Nội,1.0,5.0,5.0
Nhà ở,77,7550000000,Hà Nội,1.0,4.0,4.0
Nhà ở,89,7500000,Hà Nội,1.0,4.0,3.0
Nhà ở,77,7600000000,Hà Nội,1.0,4.0,4.0
Nhà ở,77,7500000000,Hà Nội,1.0,4.0,4.0
Nhà ở,81,14000000000,Hà Nội,1.0,11.0,7.0
Nhà ở,77,7600000000,Hà Nội,1.0,3.0,3.0
Nhà ở,79,10000000000,Hà Nội,1.0,3.0,
Nhà ở,74,8600000000,Hà Nội,1.0,4.0,3.0
Nhà ở,74,7000000000,Hà Nội,1.0,3.0,
Căn hộ/Chung cư,89,4290000000,Hà Nội,6.0,2.0,2.0
Nhà ở,86,6900000000,Hà Nội,1.0,3.0,4.0
Nhà ở,77,26900000000,Hà Nội,1.0,11.0,7.0
Nhà ở,86,31500000000,Hà Nội,1.0,5.0,7.0
Đất,86,6830000000,Hà Nội,1.0,,
Nhà ở,75,8250000000,Hà Nội,1.0,2.0,3.0
Căn hộ/Chung cư,80,4650000000,Hà Nội,6.0,2.0,2.0
Căn hộ/Chung cư,129,4100000,Hà Nội,6.0,1.0,1.0
Nhà ở,81,6900000000,Hà Nội,1.0,4.0,3.0
Nhà ở,76,4580000000,Hà Nội,1.0,2.0,2.0
Phòng trọ,86,1400000,Hà Nội,,,
Nhà ở,80,1680000000,Hà Nội,5.0,2.0,2.0
Nhà ở,80,7600000000,Hà Nội,1.0,5.0,
Nhà ở,81,13500000000,Hà Nội,1.0,4.0,3.0
Nhà ở,79,53000000000,Hà Nội,1.0,4.0,5.0
Nhà ở,92,5200000000,Đê mới,1.0,3.0,4.0
Căn hộ/Chung cư,121,12160000000,Hà Nội,6.0,2.0,
Nhà ở,78,8300000000,Hà Nội,1.0,3.0,
Nhà ở,86,6850000000,Hà Nội,1.0,4.0,3.0
Nhà ở,86,12500000000,Hà Nội,1.0,5.0,
Nhà ở,77,21900000000,Hà Nội,1.0,8.0,
Phòng trọ,86,2500000,Hà Nội,,,
"Văn phòng, Mặt bằng kinh doanh",86,60000000,Hà Nội,1.0,,
Nhà ở,77,2750000000,Hà Nội,4.0,3.0,
"Văn phòng, Mặt bằng kinh doanh",86,36500000000,Hà Nội,1.0,,
Nhà ở,76,35000000,Hà Nội,1.0,10.0,7.0
Nhà ở,86,9300000000,Hà Nội,1.0,2.0,1.0
Nhà ở,78,18800000000,Hà Nội,1.0,6.0,
Đất,90,9000000000,Hà Nội,1.0,,
Nhà ở,80,7450000000,Hà Nội,1.0,1.0,
Phòng trọ,78,3200000,Hà Nội,,,
Nhà ở,84,2500000000,Hà Nội,6.0,1.0,
