ad_type_name,area,price,address,property_legal_document,rooms,toilets
Nhà ở,75,20000000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,82,5700000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,75,9600000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,81,5850000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,75,8150000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,80,15000000,Hà Nội,không có sổ,4.0,2.0
Nhà ở,74,7100000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,79,13100000000,Hà Nội,đã có sổ,9.0,7.0
Nhà ở,79,10000000,Hà Nội,đã có sổ,2.0,1.0
Nhà ở,86,5980000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,86,5950000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,121,6900000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,80,6500000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,76,7980000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,89,4000000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,74,8000000,Hà Nội,sổ hồng riêng,1.0,1.0
Căn hộ/Chung cư,77,5500000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,82,4750000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,121,5200000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,75,4800000000,Hà Nội,đã có sổ,2.0,2.0
Nhà ở,89,7800000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,86,16800000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,121,7480000000,Hà Nội,đã có sổ,6.0,3.0
Nhà ở,86,7700000000,Hà Nội,đã có sổ,2.0,1.0
Nhà ở,83,3100000000,Hà Nội,đã có sổ,2.0,1.0
Nhà ở,75,2800000000,Hà Nội,đã có sổ,2.0,2.0
Căn hộ/Chung cư,123,4350000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,86,6750000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,78,12000000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,74,7500000,Hà Nội,sổ hồng riêng,3.0,1.0
Nhà ở,77,50000000,Hà Nội,đã có sổ,8.0,7.0
Nhà ở,89,5200000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,129,6500000000,Hà Nội,đã có sổ,2.0,3.0
Nhà ở,80,7000000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,79,6650000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,79,8800000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,121,9000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,78,7600000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,75,18150000000,Hà Nội,đã có sổ,6.0,5.0
Nhà ở,79,13100000000,Hà Nội,đã có sổ,9.0,5.0
Nhà ở,76,19000000000,Hà Nội,đã có sổ,2.0,2.0
Căn hộ/Chung cư,78,6800000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,121,4200000000,Hà Nội,chưa rõ,2.0,2.0
Nhà ở,81,6500000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,78,6000000,Hà Nội,chưa rõ,1.0,1.0
Căn hộ/Chung cư,75,800000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,86,8800000000,Hà Nội,đã có sổ,3.0,2.0
Căn hộ/Chung cư,121,17500000000,Hà Nội,sổ hồng riêng,11.0,7.0
Nhà ở,75,6980000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,78,12500000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,80,7550000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,80,7000000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,78,6000000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,81,13500000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,76,3815000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,78,6150000,Hà Nội,chưa rõ,1.0,1.0
Nhà ở,76,7500000,Hà Nội,đã có sổ,2.0,3.0
Nhà ở,80,4880000000,Hà Nội,đã có sổ,2.0,3.0
Căn hộ/Chung cư,121,6700000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,80,4750000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,121,16000000,Hà Nội,đã có sổ,6.0,6.0
Căn hộ/Chung cư,86,6000000000,Hà Nội,chưa rõ,3.0,2.0
Nhà ở,73,3950000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,80,8650000000,Hà Nội,đã có sổ,6.0,4.0
Căn hộ/Chung cư,86,3920000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,74,7300000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,77,20000000,Hà Nội,đã có sổ,5.0,3.0
Căn hộ/Chung cư,76,4450000000,Hà Nội,sổ hồng riêng,4.0,2.0
Nhà ở,129,17900000000,Hà Nội,đã có sổ,6.0,4.0
Căn hộ/Chung cư,77,3400000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,79,39300000000,Hà Nội,đã có sổ,8.0,7.0
Căn hộ/Chung cư,81,1700000000,Hà Nội,chưa rõ,2.0,2.0
Nhà ở,129,12500000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,82,4000000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,81,6500000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,76,750000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,121,16500000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,79,14800000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,86,8300000000,Hà Nội,đã có sổ,2.0,3.0
Nhà ở,86,6000000000,Hà Nội,đã có sổ,5.0,5.0
Nhà ở,74,11000000000,Hà Nội,đã có sổ,6.0,3.0
Nhà ở,74,14000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,86,4500000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,76,2150000000,Hà Nội,sổ hồng riêng,2.0,1.0
Căn hộ/Chung cư,79,5700000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,78,2600000000,Hà Nội,đã có sổ,2.0,2.0
Nhà ở,77,10150000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,129,22500000000,Hà Nội,đã có sổ,8.0,6.0
Căn hộ/Chung cư,75,12000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,86,6950000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,86,5500000,Hà Nội,đã có sổ,3.0,1.0
Căn hộ/Chung cư,86,22868686868,Hà Nội,sổ hồng riêng,5.0,4.0
Căn hộ/Chung cư,121,10000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,77,12500000000,Hà Nội,đã có sổ,7.0,3.0
Căn hộ/Chung cư,77,4800000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,77,8000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,129,6000000,Hà Nội,đã có sổ,2.0,1.0
Nhà ở,80,1350000000,Hà Nội,sổ hồng riêng,2.0,3.0
Nhà ở,123,35000000,Hà Nội,đã có sổ,5.0,4.0
Nhà ở,89,5100000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,84,2870000000,Hà Nội,chưa rõ,2.0,2.0
Nhà ở,84,5800000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,121,8000000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,78,3400000000,Hà Nội,không có sổ,1.0,2.0
Căn hộ/Chung cư,80,5550000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,80,1680000000,Hà Nội,chưa rõ,2.0,2.0
Nhà ở,81,16000000,Hà Nội,đã có sổ,2.0,2.0
Nhà ở,121,9500000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,86,20000000000,Hà Nội,đã có sổ,5.0,4.0
Căn hộ/Chung cư,121,3350000000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,80,5900000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,79,32500000000,Hà Nội,đã có sổ,8.0,7.0
Căn hộ/Chung cư,76,2150000000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,78,10500000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,79,35500000000,Hà Nội,đã có sổ,7.0,4.0
Căn hộ/Chung cư,80,4500000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,78,12000000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,79,10000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,80,8750000000,Hà Nội,đã có sổ,6.0,3.0
Nhà ở,80,6100000000,Hà Nội,đã có sổ,5.0,3.0
Nhà ở,75,6800000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,79,20500000000,Hà Nội,đã có sổ,8.0,7.0
Nhà ở,80,13300000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,79,11000000,Hà Nội,đã có sổ,1.0,1.0
Nhà ở,78,13000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,75,12800000000,Hà Nội,đã có sổ,11.0,7.0
Nhà ở,74,6900000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,86,5800000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,75,13000000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,89,3720000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,86,5900000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,121,12500000,Hà Nội,không có sổ,2.0,2.0
Nhà ở,81,13900000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,86,5600000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,78,6950000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,123,11000000000,Hà Nội,đã có sổ,6.0,4.0
Nhà ở,121,7500000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,74,8200000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,75,4800000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,80,3790000000,Hà Nội,không có sổ,4.0,3.0
Nhà ở,86,7000000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,86,2790000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,81,5500000,Hà Nội,đã có sổ,1.0,1.0
Nhà ở,121,3600000000,Hà Nội,đang chờ sổ,2.0,2.0
Nhà ở,81,6000000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,80,7700000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,80,18800000000,Hà Nội,đã có sổ,11.0,7.0
Căn hộ/Chung cư,79,12000000,Hà Nội,không có sổ,2.0,1.0
Nhà ở,75,7000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,129,12000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,75,1550000000,Hà Nội,chưa rõ,1.0,1.0
Căn hộ/Chung cư,123,3150000000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,79,7900000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,74,12500000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,74,14600000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,74,7980000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,80,4250000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,76,8610000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,89,4800000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,81,8650000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,77,18000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,80,7500000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,84,5350000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,80,8000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,80,23000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,77,17500000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,74,6500000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,129,7750000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,77,18610000000,Hà Nội,đã có sổ,4.0,5.0
Căn hộ/Chung cư,79,5750000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,92,2800000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,79,14000000000,Hà Nội,đã có sổ,11.0,7.0
Căn hộ/Chung cư,77,4550000000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,75,4800000000,Hà Nội,đã có sổ,2.0,2.0
Nhà ở,73,18950000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,77,4500000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,121,5900000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,121,5650000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,84,3550000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,75,17500000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,75,12000000,Hà Nội,đã có sổ,2.0,3.0
Căn hộ/Chung cư,75,7000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,75,18000000000,Hà Nội,đã có sổ,5.0,5.0
Căn hộ/Chung cư,86,7500000000,Hà Nội,sổ hồng riêng,3.0,3.0
Căn hộ/Chung cư,74,6000000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,80,4500000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,74,6900000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,123,4700000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,80,12500000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,81,4100000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,89,4600000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,121,8000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,86,6300000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,80,15800000000,Hà Nội,đã có sổ,6.0,4.0
Nhà ở,82,4200000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,80,25500000,Hà Nội,đã có sổ,6.0,5.0
Nhà ở,86,6000000000,Bế Văn Đàn,đã có sổ,4.0,4.0
Căn hộ/Chung cư,129,5400000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,129,6800000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,80,12000000,Hà Nội,đã có sổ,4.0,2.0
Căn hộ/Chung cư,78,8500000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,78,7500000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,74,7300000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,81,6000000,Đương Tỉnh Quảng ,sổ hồng riêng,4.0,2.0
Nhà ở,80,6700000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,86,22200000000,Hà Nội,đã có sổ,6.0,6.0
Căn hộ/Chung cư,80,3950000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,80,5500000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,81,21800000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,75,8500000000,Hà Nội,đã có sổ,3.0,5.0
Nhà ở,76,4350000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,74,8600000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,75,7000000,Hà Nội,không có sổ,1.0,1.0
Căn hộ/Chung cư,121,13500000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,84,15000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,121,7850000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,79,15000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,89,5350000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,79,3650000,Hà Nội,chưa rõ,1.0,1.0
Căn hộ/Chung cư,81,10100000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,84,2650000000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,86,13800000000,Hà Nội,đã có sổ,5.0,4.0
Nhà ở,76,5980000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,80,6600000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,86,7950000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,82,900000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,74,11800000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,79,25850000000,Hà Nội,đã có sổ,8.0,6.0
Nhà ở,80,7600000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,76,13800000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,75,8500000000,Hà Nội,đã có sổ,5.0,5.0
Căn hộ/Chung cư,123,4700000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,80,6800000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,75,5000000,Hà Nội,sổ hồng riêng,2.0,1.0
Nhà ở,80,8650000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,79,5550000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,75,9500000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,121,9000000000,Hà Nội,đã có sổ,9.0,7.0
Căn hộ/Chung cư,123,4890000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,77,19000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,92,2850000000,phụng châu,đã có sổ,3.0,3.0
Căn hộ/Chung cư,81,4280000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,77,14500000000,Hà Nội,đã có sổ,11.0,7.0
Nhà ở,82,4700000000,Hà Nội,đã có sổ,1.0,1.0
Nhà ở,80,16000000,Hà Nội,đã có sổ,4.0,5.0
Căn hộ/Chung cư,121,4250000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,129,8250000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,80,4650000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,77,15700000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,129,6800000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,74,4600000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,129,22000000000,Hà Nội,đã có sổ,3.0,2.0
Căn hộ/Chung cư,86,7850000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,79,11000000000,Hà Nội,đã có sổ,5.0,5.0
Căn hộ/Chung cư,121,3500000,Hà Nội,sổ hồng riêng,10.0,7.0
Căn hộ/Chung cư,79,8300000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,121,14500000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,93,6500000000,Hà Nội,đã có sổ,9.0,7.0
Căn hộ/Chung cư,121,15500000,Hà Nội,không có sổ,2.0,2.0
Nhà ở,79,21000000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,76,4350000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,73,2850000000,Hà Nội,đã có sổ,1.0,1.0
Căn hộ/Chung cư,79,5850000000,Hà Nội,sổ hồng riêng,2.0,1.0
Căn hộ/Chung cư,86,15000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,123,3750000000,Hà Nội,sổ hồng riêng,2.0,1.0
Căn hộ/Chung cư,123,2800000000,Hà Nội,sổ hồng riêng,1.0,1.0
Căn hộ/Chung cư,123,4100000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,77,21900000000,Hà Nội,đã có sổ,11.0,7.0
Nhà ở,80,7350000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,78,1000000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,81,6500000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,79,21000000000,Hà Nội,đã có sổ,5.0,5.0
Nhà ở,77,7300000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,82,6000000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,86,10700000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,80,7800000000,Hà Nội,đã có sổ,4.0,3.0
Căn hộ/Chung cư,86,4250000,Hà Nội,chưa rõ,1.0,1.0
Nhà ở,129,7000000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,75,25000000000,Hà Nội,đã có sổ,4.0,4.0
Căn hộ/Chung cư,75,13500000,Hà Nội,không có sổ,2.0,1.0
Nhà ở,84,4450000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,80,25600000000,Hà Nội,đã có sổ,2.0,2.0
Nhà ở,121,5200000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,121,9200000000,Hà Nội,đã có sổ,11.0,7.0
Căn hộ/Chung cư,121,2950000000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,74,9870000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,80,5600000000,Hà Nội,đã có sổ,2.0,3.0
Nhà ở,86,3333333,Hà Nội,đã có sổ,2.0,2.0
Nhà ở,80,6480000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,89,4350000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,76,14500000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,75,8300000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,121,11500000,Hà Nội,không có sổ,3.0,2.0
Nhà ở,76,15000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,123,4900000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,79,12500000000,Hà Nội,đã có sổ,3.0,5.0
Căn hộ/Chung cư,80,8000000,Hà Nội,không có sổ,2.0,2.0
Nhà ở,77,22900000000,Hà Nội,đã có sổ,5.0,4.0
Nhà ở,73,13000000000,Hà Nội,đã có sổ,4.0,5.0
Căn hộ/Chung cư,121,5400000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,76,40200000000,Hà Nội,đã có sổ,6.0,7.0
Nhà ở,77,7800000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,75,20000000000,Hà Nội,đã có sổ,5.0,5.0
Nhà ở,77,19500000000,Hà Nội,đã có sổ,6.0,6.0
Căn hộ/Chung cư,79,5500000,Hà Nội,sổ hồng riêng,1.0,1.0
Nhà ở,80,3600000000,Hà Nội,không có sổ,3.0,3.0
Nhà ở,77,7000000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,79,190000000000,Hà Nội,đã có sổ,11.0,7.0
Căn hộ/Chung cư,121,6000000,Hà Nội,đang chờ sổ,2.0,2.0
Căn hộ/Chung cư,121,6980000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,86,3950000,Hà Nội,chưa rõ,1.0,1.0
Nhà ở,77,28000000000,Hà Nội,đã có sổ,11.0,7.0
Căn hộ/Chung cư,76,4780000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,75,2100000000,Hà Nội,chưa rõ,2.0,1.0
Nhà ở,121,7950000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,86,6150000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,75,4790000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,86,8400000000,Hà Nội,đã có sổ,8.0,7.0
Căn hộ/Chung cư,74,15000000000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,75,9200000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,75,6900000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,84,16000000000,Hà Nội,đã có sổ,5.0,4.0
Nhà ở,80,12800000000,Hà Nội,đã có sổ,2.0,2.0
Nhà ở,75,6900000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,74,3750000000,Hà Nội,sổ hồng riêng,2.0,3.0
Nhà ở,86,5100000000,Hà Nội,đã có sổ,3.0,3.0
Nhà ở,76,13800000000,Hà Nội,đã có sổ,3.0,5.0
Căn hộ/Chung cư,78,7000000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,81,8900000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,80,6900000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,75,6280000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,78,1700000000,Hà Nội,chưa rõ,2.0,2.0
Căn hộ/Chung cư,75,8000000,Hà Nội,không có sổ,2.0,2.0
Nhà ở,79,1420000000,Hà Nội,sổ hồng riêng,2.0,1.0
Căn hộ/Chung cư,86,5300000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,77,7500000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,75,7800000,Hà Nội,sổ hồng riêng,1.0,1.0
Căn hộ/Chung cư,121,7000000000,Hà Nội,sổ hồng riêng,3.0,2.0
Nhà ở,90,4500000000,Hà Nội,đã có sổ,4.0,3.0
Nhà ở,79,11000000000,Hà Nội,đã có sổ,3.0,4.0
Nhà ở,76,279000000000,Hà Nội,đã có sổ,11.0,7.0
Căn hộ/Chung cư,80,5600000000,Hà Nội,sổ hồng riêng,3.0,2.0
Căn hộ/Chung cư,75,5000000,Hà Nội,sổ hồng riêng,1.0,1.0
Căn hộ/Chung cư,76,11500000,Hà Nội,sổ hồng riêng,2.0,2.0
Nhà ở,75,12980000000,Hà Nội,đã có sổ,3.0,4.0
Căn hộ/Chung cư,80,1000000000,Hà Nội,sổ hồng riêng,2.0,2.0
Căn hộ/Chung cư,79,8500000,Hà Nội,không có sổ,2.0,1.0
Nhà ở,77,20000000000,Hà Nội,đã có sổ,11.0,7.0
Nhà ở,79,10350000000,Hà Nội,đã có sổ,4.0,4.0
Nhà ở,80,7250000000,Hà Nội,đã có sổ,3.0,3.0
Căn hộ/Chung cư,78,7000000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,75,8500000000,Hà Nội,đã có sổ,5.0,5.0
Căn hộ/Chung cư,129,5200000,Hà Nội,chưa rõ,1.0,1.0
Nhà ở,80,4500000000,Hà Nội,đã có sổ,3.0,2.0
Căn hộ/Chung cư,76,8500000,Hà Nội,không có sổ,2.0,2.0
Căn hộ/Chung cư,129,4450000000,Hà Nội,chưa rõ,2.0,2.0
Căn hộ/Chung cư,78,6800000,Hà Nội,không có sổ,1.0,1.0
Nhà ở,80,7400000000,Hà Nội,đã có sổ,4.0,5.0
Nhà ở,77,11500000000,Hà Nội,đã có sổ,4.0,2.0
Căn hộ/Chung cư,76,15000000,Hà Nội,sổ hồng riêng,2.0,1.0
Căn hộ/Chung cư,80,8000000,Hà Nội,không có sổ,3.0,2.0
Nhà ở,74,15700000000,Hà Nội,đã có sổ,4.0,5.0
